supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
" General Pump, Inc. ", Jack Hill ,"1174 Northland Dr., Eagan, MN, 55120",952-454-6500,generalpump.com,sales@gpcompanies.com,Construction,Minnesota
 Genpower Pump &Equipment , Bob McCarty ,"PO Box 263006, Houston, TX, 77207-3006",281-476-9268,genpowerpump.com,info@petropages.com,Construction,Texas
 Geo-Con , Wendy Critchfield ,"1720 Westminster, Denton, TX, 76205",412-856-7700,geocon.com,info@petropages.com,Construction,Texas
" Geo-Solutions,Inc. ", Steve Day ,"26 W.Dry Creek Circle, #600, Littleton, CO, 80120",720-283-0505,geo-solutions.com,sday@geo-solutions.com,Construction,Colorado
 Global Scrap &Dismantling , Daniel Davis ,"Gulf States Dredging, 7135 S Lake Houston Pkwy., Houston, TX, 77049",281-459-1500,gsdglobal.net,gsddaniel@gsdglobal.net,Construction,Texas
" GoodgamesIndustrialSolutions, LLC. ", Van Goodgame ,"321 East FM 517, Dickinson, TX, 77539",281 337 7323,None,info@gis-llc.com,Construction,Texas
 GOSCO EquipmentInc. , Charles Goshorn ,"11402 Sagecanyon, Houston, TX, 77089",281-484-1523,None,info@petropages.com,Construction,Texas
" Gould &Associates, Inc. ", Cam Gould ,"2200 Canton Road, Marietta, GA, 30066",800-888-0308,pumprental.com,rentsales@pumprental.com,Construction,Georgia
" Grand Eagle, Inc. ", Mark Bass ,"9442 North Ramsey Blvd, Portland, Oregon, 97203",503-286-1500,grandeagle.com,mbass@grandeagle.com,Construction,Oregon
 Gray/Smith Tool &Pipe , ,"2730 Bristol Place, New Orleans, LA., 70131-5211",281.957.0048,None,logansmith@olympusindustrial.com,Construction, 
 Groves IndustrialSupply , David Whitley ,"7301 Pinemont, Houston, TX, 77040",713-675-4747,grovesindustrial.com,sales@grovesindustrial.com,Construction,Texas
 Grupo Figeac , Eduardo Figeac ,"Mariano Otero 333, El Palomar, Guadalajara, Jalisco, 45640",5236841039,omnitradex.com,omnimex@prodigy.net.mx,Construction, 
 GT Forklifts , Lizette van Rooyen ,"1 Dover Street, Randburg",-8104,co.za,marketing@mail.index.co.za,Construction, 
" Gulf CoastDismantling, Inc. ", Bill Bartlett ,"1801 Jasmine, Pasadena, TX, 77503",281-487-0595,gulfcoastdismantling.com,gcdi@flash.net,Construction,Texas
" Gulf CoastInsulation, Inc. ", Sales Department ,"P.O. Box 18100, Corpus Christi, TX, 78480",361-296-3988,None,info@gulfcoastinsulation.com,Construction,Texas
" Gulf CoastThermal, Inc. ", Charlie Carter ,"5809 Albert Drive, Humble texas 77396",866.418.9472,gulfcoastthermal.com,ccarter@gulfcoastthermal.com,Construction, 
" Gulf CoastThermal, Inc. ", Charlie Carter ,"5809 Albert Drive, Humble texas 77396",866.418.9472,gulfcoastthermal.com,ccarter@gulfcoastthermal.com,Construction, 
" Gulf CoastThermal, Inc. ", Charlie Carter ,"5809 Albert Drive, Humble texas 77396",866.418.9472,gulfcoastthermal.com,ccarter@gulfcoastthermal.com,Construction, 
" Gulf CoastThermal, Inc. ", Charlie Carter ,"5809 Albert Drive, Humble texas 77396",866.418.9472,gulfcoastthermal.com,ccarter@gulfcoastthermal.com,Construction, 
" Gulf CoastThermal, Inc. ", Charlie Carter ,"5809 Albert Drive, Humble texas 77396",866.418.9472,gulfcoastthermal.com,ccarter@gulfcoastthermal.com,Construction, 
 Gulf Coast WeldingCorp , David Valigura ,"7020 Cotton Dr., Houston, Texas, 77292",713-462-5052,gulfcoastweldingcorp.com,info@gcwcorp.com,Construction,Texas
 Gulf CopperManufacturingCorp. , Richard Vernon ,"320 Houston Ave, Port Arthur, TX",409-983-1692,gulfcopper.com,info@gulfcopper.com,Construction, 
 Gulf Survey &Mapping Company , Robert Ellis ,"8419 E.F. Lowry Expwy., Texas City, TX, 77591",281-486-4950,gulfsurvey.com,rellis@gulfsurvey.com,Construction,Texas
" GULFEX, INC. ", John Curry ,"P.O. Box 12720, Houston, TX, 77217",713-946-6614,None,gulfex@flash.net,Construction,Texas
 Gwynedd MachinerySales , David Brown ,"5, Maes Awel Llandegfan, Menai Bridge, Anglesey, United Kingdom, LL59 5TP",44 1248 717062,None,info@petropages.com,Construction, 
" H & S Tool, Inc. ", Jeffery Howard ,"715 Weber Drive, P.O. Box 393, Wadsworth, OH, 44281",330-336-4550,h-stool.com,Jeff@h-stool.com,Construction,Ohio
 H&H, Plumbing , Scott Sullivan ,"P.O. Box 92338, Nashville, TN, 37209",615-298-1330,None,handhplumbing@aol.com, 
" Hall IndustrialServices, Inc. ", Scott Hall ,"4308 Southwest Blvd, Wichita, Kansas, 67215",316-945-4255,hallservices.com,hallindsvc@aol.com,Construction,Kansas
" Halliburton - KBR(Kellog, Brown &Root) ", ,"601 Jefferson Street, Houston, TX, 77002",713.753.2000,kbr.com,info@petropages.com,Construction,Texas
 HammelmannCorporation , Mike Goeke ,"600 Progress Road Dayton, Dayton, Ohio, 45449",937-859-8777,hammelmann.com,mail@hammelmann.com,Construction,Ohio
" Head & GuildEquipment Co.,Inc. ", Brad Goodspeed ,"5910 Navigation, Houston, TX, 77011",713-928-2921,None,info@petropages.com,Construction,Texas
 Heatrex Inc. , Earl Pifer ,"P.O. Box 515, Meadville, PA, 16335",814-724-1800,heatrex.com,earl@heatrex.com,Construction,Pennsylvania
 Heavylift Co. Ltd. , Johannes Tietze ,"388/146 M10  Soi17 Suksabai Villa, Chonburi, Chonburi, 20260",+66(0)-1-481032,xoom.com,heavylift@hotmail.com,Construction, 
" Hefco Enterprises,Inc. ", Rick Plemmons ,"P. O. Box 266146, 6500 Rupley Circle, Houston, TX, 77207-6146",713-649-6384,None,info@petropages.com,Construction,Texas
 Helium LeakTesting Inc. , Eugene Allevato ,"19348 Londelius Street, Northridge, CA, 91324",800-423-1701,heliumleaktesting.com,eugene@heliumleaktesting.com,Construction,California
 Hertz EquipmentRental Corporation , IRG Sales Rep  ,"225 Brae Blvd., Park Ridge, NJ, 7656",888-777-2700,hertzequip.com,hercsales@hertz.com,Construction,New Jersy
 HI TECH IndustrialServices , Ken Shepherd ,"1310 Underwood Road, Deer Park, TX, 77536",281-930-1460,hi-techindustrial.com,ken.shepherd@hi-techindustrial.com,Construction,Texas
 HIDADA , Dr. Khalid Bahaziq ,"P.O. Box 11809, Jeddah, Saudi Arabia, 21463",-4123,hidada.com,kbahaziq.hidada@xenel.com,Construction, 
 HighpointContracting &Trucking Co. ,  Steven Avella ,"5415 -5421 - Tonnelle Ave., North Bergen, New Jersey, 7047",201-864-3700,None,hpgtowing@aol.com,Construction, 
 HJ Wilke CoatingsConsultants , Harry J. Wilke ,"2335 Marlborough Drive, Nanaimo, BC, V9S 3J3",250-758-4145,sympatico.ca,hjwilke@bc.sympatico.ca,Construction, 
 HLB Engineering ," Harry Lynn Beck, P.E. ","718 Parkside Ave, Pittsburgh, PA, 15228",281.957.0048,adelphia.net,hbeck@adelphia.net,Construction,Pennsylvania
 Hobic BitIndustries Corp. , Doug Brown ,"#260-11791 Hammersmith Way, Richmond, BC, V7A 5C6",604-241-0086,hobic.com,dabrown@istar.ca,Construction, 
 Holman BoilerWorks Inc , Gary Persichini ,"1956 Singleton Blvd., Dallas, TX, 75212",214-637-0020,HolmanBoiler.com,hbw@hbw-inc.com,Construction,Texas
 Hope TechnicalServices , Glen Shepard ,"P.O. Box 631128, Houston, TX, 77263",281-759-8228,None,info@petropages.com,Construction,Texas
 Horizon High Reach& Equipment , Kim Rankin ,"5151 Tacoma, Houston, TX, 77041",888-681-2333,Horizonhighreach.com,two255@aol.com,Construction,Texas
" Hormann America,Inc. ", Efraim Petel ,"815 Arnold Drive #9, Martinez, CA, 94553",925-228-2152,hormannamerica.com,support@hormannamerica.com,Construction,California
 Houston MachineryCo Ltd. , Winnie Tsui Winnie ,"4/F., Tung Hip Commerical Bldg., 244-252 Des Voeux Road,, Central, Hong Kong",852-2544-8821,com.hk,wtsui@houstongroup.com.hk,Construction, 
 Houston Vibrator , Adrienne Lash ,"9921 K.Tanner Road, Houston, TX, 77280",713-939-0404,houstonvibrator.com,alash@houstonvibrator.com,Construction,Texas
 Howden BuffaloInc. , Kathy Sharpe ,"2029 W. DeKalb Street, Camden, SC, 29020",803-713-2200,howdenfan.com,bboyle@howdenbuffalo.com,Construction,South Carolina
 Huntsman LLC. , Eric Oldham ,"3040 Post Oak Blvd., Houston, Texas, 77056",1-281-719-4317,huntsman.com,eric_oldham@huntsman.com,Construction,Texas
 Hurt Company , Roy Christoffel ,"3310  Alice Street, Houston, TX, 77021",713 747 7411,hurtco.com,rchristoffel@hurtco.com,Construction,Texas
" HVAC PortableSystems, Inc. ", Sales Department ,"#40 Southbelt Industrial, Houston, TX, 77047",713-413-4200,hvacportablesystems.com,info@hvacportablesystems.com,Construction,Texas
 Hydratight , Kathleen Baker ,"1102 Hall Court, Deer Park, TX, 77536",800-895-3849,hydratight.com,kathleen.baker@hydratight.com,Construction,Texas
" Hydraulic CraneSpecialists, Inc. ", Ryan Box ,"1407 Industrial Blvd., Saraland, AL, 36571",334-675-0000,None,KillerBox@aol.com,Construction,Alabama
 HydraulicsTechnology Inc.(HTI) , David Owens ,"2408 Timberloch Place, Ste D-7, The Woodlands, TX, 77380",281-296-9727,htico.com,tensioners@htico.com,Construction,Texas
" HydroChemIndustrialServices, Inc. ", Sales ,"900 Georgia Avenue, Deerpark, TX, 77536",713-393-5600,hydrochem.com,info@hydrochem.com,Construction,Texas
" Hytorc of WestTexas, Inc. ", Allen Taylor ,"3801 37th Street, Lubbock, TX, 79413",806-795-3682,None,ataylor@hytorc.com,Construction,Texas
 ICI - IndustrialCleanupIncorporated , Sheri Lin Thomas ,"1213 River Rd, Westwego, LA, 70094",800-436-0883,None,info@petropages.com,Construction,Louisiana
 Icon Equipment , Jerry Frank ,"54 Dawson Ave, West Haven, CT, 6516",203-933-4230,angelfire.com,icon.equipment@snet.net,Construction,Connecticut
" Ideal Welders,Inc. ", Emilia Saunders ,"660 Caldew St., Annacis Island, BC, V3M 5S2",604-525-5558,idealwelders.com,sales@idealwelders.com,Construction, 
 Impulse IndustriesLTD. , James Wakefield ,"923 N Anita, Gonzales, LA, 70737",225-644-0569,geocities.com,Kochglistch@Yahoo.com,Construction,Louisiana
" IndependentTechnologies, Inc. ", Greg Molenaar ,"26 First Avenue SE, New London, MN, 56273",320-354-2929,IndependentTech.com,webmaster@IndependentTech.com,Construction,Minnesota
 Indian MillCorporation , Dean Cook ,"11024 Neeshaw Dr, Houston, TX, 77065",866-729-7310,indianmill.com,iml@indianmill.com,Construction,Texas
 Industrial AirTool a Division ofRSC , Darrell Sump ,"1305 West Jackson, Pasadena, TX, 77506",713-477-3144,industrialairtool.com,dgsump@industrialairtool.com,Construction,Texas
" IndustrialCompressorServices, Inc. ", William Holder ,"6616 Spindle, Houston, TX, 77086",281-445-5655,None,ICS@PDG.COM,Construction,Texas
" IndustrialEnvironmentalWaste Mgmt.,Inc ", A.B. Bernard ,"P.O. Box 22066, Beaumont, TX, 77720",409-833-1212,iewinc.com,mail@iewinc.com,Construction,Texas
" IndustrialInsulation Group,LLC ", Joe Ortiz ,"1110 16 Road, Fruita, CO, 81521",800-866-3234,iig-llc.com,ortizj@iig-llc.com,Construction,Colorado
 IndustrialMaterial Corps , Jason Levy ,"7701 Harborside Dr., Galveston, TX, 77554-9107",409-744-4538,industrialmaterial.com,sales@industrialmaterial.com,Construction,Texas
" Industrial PipeFittings, LLC ", Don Branch ,"6020 Osborn St., Houston, TX, 77033",713-645-2858,hdpefittings.com,dbranch@hdpefittings.com,Construction,Texas
" Industrial ProcessControls, Inc. ", Rich Holden ,"985 Cordova Station Avenue, Suite 101, Memphis, TN, 38018",901-737-8344,IPCMemphis.com,rholden@ipcmemphis.com,Construction,Tennessee
" Industrial RubberProducts, Inc. ", Linda Anderson ,"P.O. Box 26161, Tampa, FL, 33623-6161",813-503-4721,None,industproducts@aol.com,Construction,Florida
 Industrial Screen& MaintenanceInc.ISM , Daniel Miner ,"750 East F Street, Casper, Wyoming, 82601",307-234-3547,Industrialscreen.com,RMMIner@Industrialscreen.com,Construction,Wyoming
" IndustrialSpecialists, Inc.(I.S.I.) ", Jim Getgood ,"5730 FM 646 East, Dickinson, TX, 77539",281-339-5663,indspec.com,JGetgood@indspec.com,Construction,Texas
" IndustrialSpecialtyContractors, Inc. ", Mike Thurman ,"20480 Highland Road, Baton Rouge, Louisiana, 70817",225-756-8001,None,mthurman@iscgrp.com,Construction,Louisiana
" InfinityConstructionServices, LP ", Jerry D. Monical ,"2301 S. Battleground, LaPorte, TX, 77571",281-476-3131,infinitycs.us,jdmonical@inf-grp.com,Construction,Texas
 Inliner CanadaInc. O/A TheLining Compa , Flemming P. Jespersen ,"60 Chauncey Avenue, Toronto, Ontario, M8Z 2Z4",416-201-9179,teamliner.com,flemming@teamliner.com,Construction, 
 InsulationContractors &Supply , Rusty French ,"615 East A Street, LaPorte, TX, 77571",281-941-9469,None,info@petropages.com,Construction,Texas
 Insulation Snakes , Boyd Stout ,"P.O. Box 27, Breton, AB, T0C 0P0",888-696-2567,insulationsnakes.com,boyd@insulationsnakes.com,Construction, 
 INTEC Engineering , Michelle Lang ,"15600 JFK Boulevard, 9th Floor, Houston, TX, 77032",281-987-0800,intec-hou.com,pkronfie@intec-hou.com,Construction,Texas
" INTEGRA ServicesTechnologies, Inc. ", ,"3238 E. Pasadena Fwy., Pasadena, TX, 77503",713-920-2400,integratechnologies.com,Pasadena@integratechnologies.com,Construction,Texas
 InternationalProcess Plants&Equipment, , Jesse Spector ,"17a Marlen Drive, Hamilton, NJ, 8691",609-586-8004,ippe.com,jesses@ippe.com, 
 InternationalTrade Co. , Dhaval Somaiya ,"B/37, Krishna Krupa, Shankar Lane,, Kandivali, Mumbai, MH, 400067",-8615220,indiamart.com,dts@bom5.vsnl.net.in,Construction, 
 ISM , Shelli Kaiser ,"P.O. Box 1009, LaPorte, TX, 77572-1009",281-842-8860,ismservice.com,skaiser@ismservice.com,Construction,Texas
 Isra Welding 1992Ltd. , Aharon Even ,"31 Abbas St., Haifa, 31095",-12519,israweld.com,israweld@israweld.com,Construction, 
 ITAS , Einar Christensen ,"P.O. Box 739, Hafrsfjord, 4090",47-51552104,www-itas-no.com,eichrist@online.no,Construction, 
 J. R. Kickliter , J. R. Kickliter ,"3304 Sunrise, Laporte, TX, 77571",281-471-1480,None,info@petropages.com,Construction,Texas
 J. R. Vasquez &Company , J.R. Vasquez ,"710 S. Medina, San Antonio, TX, 78207",210-354-2468,None,info@petropages.com,Construction,Texas
" JBC Services, Inc. ", John Butler ,"1821 Rocky River Road, North, Monroe, NC, 28110",704-225-1207,None,jbcse@carolina.rr.com,Construction,North Carolina
 Jesco Sales , Kenny Cochran ,"P.O. Box 443, Westlake, LA, 70669",337-433-3145,jescosales.com,Jescowl@gmail.com,Construction,Louisiana
 John Davies(Liverpool) Ltd. , Andy Robertson ,"61 Waterloo Road, Liverpool, Merseyside, L3 7BE",0151-227-5728,co.uk,johndavies@btinternet.com,Construction, 
" Johnson Controls,Inc. ", Bryan Galetano ,"4150 Freidrich Lane, Suite H, Austin, TX, 78744",512-441-7460,johnsoncontrols.com,bryan.d.galetano@jci.com,Construction,Texas
" JoiningTechnologies, LLC ", Mike Francouer ,"17 Connecticut South Drive, East Granby, CT, 6026",860-653-0111,joiningtech.com,electron@megahits.com,Construction,Connecticut
 JR & KZ BusinessSystems Limited , Richard Luneta ,"Plot No. 1276 Snelgar Building, Freetown Road, Kitwe, Copperbelt, 2",-223970,None,richluneta@mail.com,Construction, 
 JV IndustrialCompanies , Will Parker ,"2221 Sens Road, LaPorte, TX, 77571",281-842-9353,jvpiping.com,wparker@jvpiping.com,Construction,Texas
" JV-Industries, Inc ", Jimmy Vaughan ,"931 Fehrs Way, Pahrump, NV, 89048",775-727-6257,jv-industries.com,jimviv@wizard.com,Construction,Nevada
 KCC CorrosionControl , Rhonda Palenik ,"4010 Trey Road, Houston, TX, 77084",281-550-1199,kcchouston.com,kcc@kcchouston.com,Construction,Texas
 Keego ManMarketing , Chuck Thompson ,"1239 Holland, Birmingham, Michigan, 48009",877-270-1096,None,keegomanmkt@solution4u.com,Construction, 
 Kelectric , Kieran J. Kelly ,"8152 Genesta Avenue, Van Nuys, CA, 91406",818-343-9665,None,JoDandy@AOL.COM,Construction,California
 Kelly KlosureSystems , Ben Kurtz ,"P.O Box 1058, Fremont, NE, 68026-1058",800-228-7230 x324,kellyklosure.com,inquire@kellyklosure.com,Construction, 
 KH Associates , Ken Horin ,"12 Kathryn St., Clark, NJ, 7066",732-388-7914,nobella.com,khassociates@skyweb.net,Construction,New Jersy
 KING FABRICATION , ELLA MILLER ,"19300 W HARDY RD, HOUSTON, TX, 77073",281-209-0811,kingfab.com,info@petropages.com,Construction,Texas
 Kingsway ConcreteConstruction , Scott Bradshaw ,"226 Gibbsboro Road, Lindenwold, NJ, 8021",856-346-2263,None,MBRADSHAW@webtv/net,Construction,New Jersy
 Koch SpecialtyPlant Services , Karen Alexander ,"12221 E. Sam Houston Pkwy N., Houston, TX, 77044",713-427-7700,kochservices.com,info@petropages.com,Construction,Texas
 KornylakCorporation , Dave Reichle ,"400 Heaton Street, Hamilton, OH, 45011",513-863-1277,kornylak.com,Kornylak@Kornylak.com,Construction,Ohio
 Kothari Refractory  & Acid Proof  Co. , Jignesh Kothari ,"3,  Karmayog  ;     EllisBridge ;, Ahmedabad, Gujrat, 380 006",-289341,acidproof.com,acidproof@hotmail.com,Construction, 
 Kothari Corrosion Pvt. Ltd. , Mr. J. Kothari ,"3,  Karmayog, St. Xaviers College, Navrangpura,, Ahmedabad, Gujarat, 380 006.",-6440519,acidproof.com,acid.proof@axcess.net.in,Construction, 
 KothariRefractories &Acid Proof , Jignesh Kothari ,"3, Karmayog; St. Xavier's College Corner, Ahmedabad, Gujrat, 380 006",0091-79-289-3,acidproof.com,acidproof@hotmail.com,Construction, 
 KotterTechnologies , Michael D. Borde ,"1212 Bay Area Blvd. #101, Houston, TX, 77058",281-480-9300,kottertech.com,dborde@kottertech.com,Construction,Texas
 L & M Enterprise , Larry Hommerson ,"442 Taylor Ct., Ionia, MI, 48846",616-527-8502,tripod.com,landment@home.ionia.com,Construction, 
" L. B. Lockhart,Inc. ", Larry Lockhart ,"4606 FM 1960 West, OUT OF BUSINESS, Houston, TX, 77069",281-586-2211,lblockhart.com,info@lblockhart.com,Construction,Texas
" LAI East / LaserApplications, Inc. ", Matt Kalina ,"1110 Business Parkway S., Westminster, MD, 21157",410-857-0770,laico.com,info@laico.com,Construction, 
 Lambert Mechanical& ConstructionLtd. , Tony Lambert ,"#5, 7870 - 48th Avenue., Red Deer, Alberta, T4P 2B2",888-394-9064,ab.ca,tony@lambertmechanical.ab.ca,Construction, 
 Landis ThreadingSystems , Gary Standing ,"360, South Church Street, Waynesboro, PA, 17268",717-762-3151,landisthreadingsystems.com,gstanding@landisthreading.com,Construction,Pennsylvania
 LCT ProformSystems , Hubert Morrison ,"P.O. Box 6088, Draytonvalley, Alberta, T7A 1R6",780-542-7554,lctproformsystems.com,lctkcm@telusplanet.net,Construction, 
" LED Mechanical,Inc. ", Barry Steel ,"P.O. Box 468, 531 Center St., Columbus, Indiana, 47202-0468",800-467-3570,ledmechanical.com,info@ledmechanical.com,Construction,Indiana
" Lexington GroupInternational,Inc. ", Norm Offstead ,"5480 LaSierra Dr., Dallas, TX, 75231",214-750-9090,lgidallas.com,lgidallas@lgidallas.com,Construction,Texas
 Liburdi DimetricsCorporation , Rita Green ,"404 Armour Street, P.O. Box 339, Davidson, NC, 28036",704-892-8872,liburdi.com,dimmktg@dimetrics.com,Construction,North Carolina
" LIFTKINGINDUSTRIES, INC. ", Jerry Graves ,"727 Catha Lee Drive S.W., Greenville, Michigan, 48838-9271",616-754-8181,harlo.com,liftking@iserv.net,Construction, 
 LincolnContracting &Equipment , Shahira Hoffman ,"2478 Lincoln Highway, Stoystown, PA, 15563",800-229-5205,lceci.com,skh@jjbodies.com,Construction,Pennsylvania
" Logan ContractorsSupply, Inc. ", Jerry Logan ,"4101 106th Street, Des Moines, IA, 50322",515-253-9048,logancontractors.com,jerry@logancontractors.com,Construction, 
 Lone StarCompressor Corp. , Paul Feaster ,"1100 Louisiana, South Houston, TX, 77587",713-947-9975,lonestarcompressor.com,pfeaseter@lonestarcompressor.com,Construction,Texas
" Lonestar PrestressMfg., Inc. ", Leo Rowe ,"9316 Reid Lake, Houston, TX, 77064",713-896-0994,lonestarprestress.com,lrowe@lonestarprestress.com,Construction,Texas
 Lovegreen TurbineService Inc. , Kent Verville ,"9355 Baltimore Street NE, Blaine, MN, 55449",763-785-0650,lovegreenturbineserv.com,kverville@lovegreenturbineserv.com,Construction,Minnesota
