supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,
 Gill Services , Tom Burggraff ,"650 Aldine Bender, Houston, Texas, 77060",281.820.5400,gillservicesinc.com,sales@gillservicesinc.com,Oil and Gas,
 Girard IndustriesInc. , Jim Burris ,"6531 N Eldridge Parkway, Houston, TX, 77041-3507",713-466-3100,girardind.com,jburris@girardind.com,Oil and Gas,
 Graphtek LLC , Vladimir Novokhovsky ,"113 McHenry Rd., #109, Buffalo Grove, IL, 60089",847-279-1925,graphtekllc.com,support@graphtekllc.com,Oil and Gas,
 GTS Energy Inc. , Nicole Beech ,"1100 Circle 75 Parkway, Suite 500, Atlanta, GA, 30339",678-264-5170,gtsenergy.com,nbeech@gtsenergy.net,Oil and Gas,
" H O Mohr Research& Engineering,Inc. ", Tony Kozel ,"12237 FM 529, Houston, Texas, 77041",713-466-1527,None,info@petropages.com,Oil and Gas,
 HANSELAND , Bernard Stover ,"Bioscience Business Center Zernikepark 8E, Groningen, Groningen, 9747 AN",-779363,hanseland.com,mail@hanseland.com,Oil and Gas,
 HenekManufacturing Inc. , Terri Kamke ,"9700 Almeda Genoa Rd., Houston, TX, 77075",713-943-7543,henekmfg.com,t.kamke@henekmfg.com,Oil and Gas,
 HIDADA , Dr. Khalid Bahaziq ,"P.O. Box 11809, Jeddah, Saudi Arabia, 21463",-4123,hidada.com,kbahaziq.hidada@xenel.com,Oil and Gas,
 Hobic BitIndustries Corp. , Doug Brown ,"#260-11791 Hammersmith Way, Richmond, BC, V7A 5C6",604-241-0086,hobic.com,dabrown@istar.ca,Oil and Gas,
" Houston DigitalInstruments, Inc. ", Adriana Gentilini ,"4130 Directors Row, Houston, TX, 77092",713-688-8555,houstondigital.com,agentilini@houstondigital.com,Oil and Gas,
" HoustonManufacturingSpecialty Co., Inc ", Steve Harvey ,"9909 Wallisville Road, Houston, TX, 77013",713-675-7400,houmfg.com,info@houmfg.com,Oil and Gas,
 HydraulicsTechnology Inc.(HTI) , David Owens ,"2408 Timberloch Place, Ste D-7, The Woodlands, TX, 77380",281-296-9727,htico.com,tensioners@htico.com,Oil and Gas,
" Hydraulics, Inc. ", Adam Hegewald ,"713 West 11th street, Vancouver, WA, 98660",800-500-4399,hydraulics-inc.com,hydraulicsincs@hotmail.com,Oil and Gas,
" HydroChemIndustrialServices, Inc. ", Sales ,"900 Georgia Avenue, Deerpark, TX, 77536",713-393-5600,hydrochem.com,info@hydrochem.com,Oil and Gas,
 Industrial AirTool a Division ofRSC , Darrell Sump ,"1305 West Jackson, Pasadena, TX, 77506",713-477-3144,industrialairtool.com,dgsump@industrialairtool.com,Oil and Gas,
 IndustrialInstruments Co. , Ricky Martin ,"5810 Wade Rd., Baytown, Texas, 77521",800-869-0965,None,info@petropages.com,Oil and Gas,
 IndustrialMaterial Corps , Jason Levy ,"7701 Harborside Dr., Galveston, TX, 77554-9107",409-744-4538,industrialmaterial.com,sales@industrialmaterial.com,Oil and Gas,
" Industrial RubberProducts, Inc. ", Linda Anderson ,"P.O. Box 26161, Tampa, FL, 33623-6161",813-503-4721,None,industproducts@aol.com,Oil and Gas,
 Industrial Screen& MaintenanceInc.ISM , Daniel Miner ,"750 East F Street, Casper, Wyoming, 82601",307-234-3547,Industrialscreen.com,RMMIner@Industrialscreen.com,Oil and Gas,
 Industrial Valve , Jack Roubik-Sales ,"P.O. Box 13217, Mobile, AL, 36663",800-523-2159,indvalve.com,jroubik@indvalve.com,Oil and Gas,
 IndustriasMetalurgicas VanDam , Emilio Van Dam ,"Multicentro Empresarial del Este, Torre Miranda, Piso 8, Of. 83-A, Caracas",-2639101,com.ve,73000.3256@compuserve.com,Oil and Gas,
 IndustriasMetalurgicas VanDam , Emilio Van Dam ,"Multicentro Empresarial del Este, Torre Miranda, Piso 8, Of. 83-A, Caracas",-2639101,com.ve,73000.3256@compuserve.com,Oil and Gas,
 IndustriasMetalurgicas VanDam , Emilio Van Dam ,"Multicentro Empresarial del Este, Torre Miranda, Piso 8, Of. 83-A, Caracas",-2639101,com.ve,73000.3256@compuserve.com,Oil and Gas,
 IndustriasMetalurgicas VanDam , Emilio Van Dam ,"Multicentro Empresarial del Este, Torre Miranda, Piso 8, Of. 83-A, Caracas",-2639101,com.ve,73000.3256@compuserve.com,Oil and Gas,
 IndustriasMetalurgicas VanDam , Emilio Van Dam ,"Multicentro Empresarial del Este, Torre Miranda, Piso 8, Of. 83-A, Caracas",-2639101,com.ve,73000.3256@compuserve.com,Oil and Gas,
" InLine Services,Inc. ", Harvey Diehl ,"27731 Commercial Park Drive, Tomball, TX, 77375",281-401-8142,inlineplc.com,hdiehl@inlinplc.com,Oil and Gas,
 INSECO , James Fisher ,"2600 South Gessner, Suite 310, Houston, TX, 77063",713-781-2520,None,info@petropages.com,Oil and Gas,
 InternationalEquipment , R. L. Burton ,"2561 South 1560 West, Woods Cross, UT, 84087",801-295-3741,International-Equipment.com,rlb@international-equipment.com,Oil and Gas,
 InterResourcesInc. (CorrosionControl ) , M.Edgar Lewis ,"6830 N.Eldridege Ste. 211, Houston, TX., 77041",713-896-6364,stoprust.com,elewis@stoprust.com,Oil and Gas,
 IOR Energy , David Nommensen ,"39 Byron Street, Bulimba, Brisbane, Queensland, 4171",61-7-3395-7499,iorenergy.com,info@iorenergy.com,Oil and Gas,
 IridiumTechnologies , Lorenzo Missio ,"9 Berg Street, Jeppestown, Johannesburg, Gauteng, 2043",27-11-618-4960,co.za,Lorenzo@iridiumtech.co.za,Oil and Gas,
 ITAS , Einar Christensen ,"P.O. Box 739, Hafrsfjord, 4090",47-51552104,www-itas-no.com,eichrist@online.no,Oil and Gas,
 JAM DistributingCo. , Customer Service ,"P.O. Box 590026, Houston, TX, 77259-0026",713-844-7788,jamdistributing.com,jam@jamdistributing.com,Oil and Gas,
 Jamko TechnicalSolutions , Ron Kessler ,"1105 Driving Park Avenue, Newark, NY, 14513",502 240 2012,jamkosolutions.com,rkessler@jamkosolutions.com,Oil and Gas,
 JDP AustralasiaPty Ltd. , John Doubleday ,"1/51 Division Street, Welshpool, West. Australia, 6106",61-8-9358-1755,com.au,info@jdp.com.au,Oil and Gas,
" Jet-Lube, Inc. ", Perry Whitley ,"P.O. Box 21258, 4849 Homestead Road, Ste.200, Houston, TX, 77226-1258",713-674-7617,jetlube.com,pwhitley@jetlube.com,Oil and Gas,
 Jim EdwardsCompany , Andrew Pratt ,"4105 Airline Drive, Houston, TX, 77022",800-938-4343,jimedwards.com,andrew@jimedwards.com,Oil and Gas,
" John H. CarterCo., Inc. ", Robert Smith ,"2728 North Amoult Rd., Metarie, LA, 70002",504-887-8550,johnhcarter.com,bruce.lowrey@johnhcarter.com,Oil and Gas,
 John Pickle Co.Inc. (federallawsuit) , Joe Morgan ,"3101 CHARLES PAGE BLVD., TULSA, OK, 74127",918-587-3555,JohnPickleCo.com,pickle@ionet.net,Oil and Gas,
" JordanTechnologies, Inc. ", Christine Johnson ,"2820 South English Station Road, Louisville, KY, 40299",502-267-8344,jordantechnologies.com,cjohnson@jordantech.com,Oil and Gas,
 JR & KZ BusinessSystems Limited , Richard Luneta ,"Plot No. 1276 Snelgar Building, Freetown Road, Kitwe, Copperbelt, 2",-223970,None,richluneta@mail.com,Oil and Gas,
 KennametalConforma Clad , Stephen Wallace ,"501 Park East Blvd., New Albany, IN, 47150",812-948-2118,conformaclad.com,Stephen.Wallace@kennametal.com,Oil and Gas,
 KJB Titanium (P)Ltd. , Mr. V. Jeyakumar ,"30-A, Duraisamy Nagar, Tambaram (East), Chennai,, 600 059",+91-(0)44-2376939,kjbtitanium.com,kjbtitanium@lookindia.com,Oil and Gas,
 Komax Systems Inc. , Rob Smith ,"508 East E Street, Wilmington, CA, 90744",310-830-4320,komax.com,rsmith@komax.com,Oil and Gas,
 Kudu Industries , Larry Brixey ,"4835 Colt St #E, Ventura, CA, 93003",805-642-9764,None,brixeylarry@yahoo.com,Oil and Gas,
 Kundinger ," James A. Ward, Jr. ","1771 Harrmon Road., Auburn Hills, MI, 48326",248-391-6100,kundinger.com,jward@kundinger.com,Oil and Gas,
 LCT ProformSystems , Hubert Morrison ,"P.O. Box 6088, Draytonvalley, Alberta, T7A 1R6",780-542-7554,lctproformsystems.com,lctkcm@telusplanet.net,Oil and Gas,
" Lexington GroupInternational,Inc. ", Norm Offstead ,"5480 LaSierra Dr., Dallas, TX, 75231",214-750-9090,lgidallas.com,lgidallas@lgidallas.com,Oil and Gas,
 Louisiana ValveSource , Tom Hennigan ,"8610 Telephone Road, Houston, TX, 77061",713-847-0739,lavalve.com,tom@lavalve.com,Oil and Gas,
" Lubchem Of Alaska,Inc. ", John Morris ,"6710 Wes Way, Anchorage, AK, 99518",907-349-6746,None,info@petropages.com,Oil and Gas,
" Lubchem, Inc. ", Randy Riney ,"P. O. Box 2626, Spring, TX, 77383",281-350-9600,lubchem.com,rriney@lubchem.com,Oil and Gas,
" Lufkin Industries,Inc. ", George Adda Sales/Marketing Dir. ,"Power Transmission Division, P.O. Box 849, Lufkin, TX, 75902",936-637-5224,lufkin.com,gearsales@lufkin.com,Oil and Gas,
 ManuSpec CompanyInc. , Richard Babineaux ,"23802 FM 2978 Bldg. C-2, Tomball, TX, 77375",281-351-9889,manuspec.net,Rbabineaux@ev1.net,Oil and Gas,
 Map Oil Tools , Stan Wall ,"580 Westlake Park Blvd, Suite 1500, Houston, TX, 77079",281-597-9010,mapoiltools.com,glen@mapoiltools.com,Oil and Gas,
" Marks Machine Co,Inc. ", Kalan Binder ,"1101 N. Blue Creek Rd., El Campo, TX, 77437",979-543-9204,marksmachine.com,kalan@marksmachine.com,Oil and Gas,
" Master Flo Valve,Inc. ", Sales Department ,"4611 74th Ave, Suite 160, Edmonton, Alberta, T6B 2H5",780-468-4433,masterflo.com,info@masterflo.com,Oil and Gas,
 McCoyInternational /PetroPower ," Mr. George A. McCoy, Power Consultant ","1520 Soplo Rd. SE, Albuquerque, NM, 87123-4425",505-293-5660,None,gam@flash.net,Oil and Gas,
 McDermott , ,"1450 Poydras St., New Orleans, LA, 70012-6050",504-587-4411,mcdermott.com,info@petropages.com,Oil and Gas,
 Metrex ValveCorporation , Tim O'Neil ,"505 South Vermont Avenue, Glendora, CA, 91741",626-335-4027,metrexvalve.com,tim@metrexvalve.com,Oil and Gas,
 Miller PipelineCorp. , Mark Wallbom ,"P.O. Box 34141, Indianapolis, IN, 46234-0141",317-293-0278,millerpipeline.com,info@millerpipeline.com,Oil and Gas,
 MittenManufacturing , David Bennett ,"1 Lamson Street, Syracuse, NY, 13206",315-437-7564,mitten.com,dbennett@mitten.com,Oil and Gas,
 MTL Limited , ,"Power Court, Luton, Bedfordshire, LU1 3JJ",+44 1582 723633,mtl-inst.com,enquiry@mtl-inst.com,Oil and Gas,
 Nalco ChemicalCompany , Eric R. Hale ,"One Nalco Center, Napperville, IL, 60563-1198",630-305-1415,nalco.com,ehale@nalco.com,Oil and Gas,
 Natco Group , Matt Erickson ,"2950 N. Loop W. Suite 750, Houston, TX, 77092",713-685-8038,natcogroup.com,merickson@natco-us.com,Oil and Gas,
 National Oilwell , Richard Doucet ,"307 Mecca Drive, Lafayette, LA, 70508",318-237-8078,dupre.com,info@petropages.com,Oil and Gas,
 NELCO , Gary Miller ,"800 West Cummings Park Suite 3950, Woburn, MA, 1801",781-933-1940,nelco-usa.com,Gary_Miller@nelco-usa.com,Oil and Gas,
 NES Rentals , Mike Disser ,"540 Lake Cook Road, Suite 100, Deerfield, IL, 60015-4937",847-597-9123,nesrentals.com,request-info@nesrentals.com,Oil and Gas,
 NETZSCHIncorporated , Robert Dekle ,"Oilfield Products Division, PMB 328, 10026-A South Mingo Rd., Tulsa, OK, 74133-5700",918-250-9216,netzschusa.com,nop@netzschusa.com,Oil and Gas,
 Newpark Mats &IntegratedServices , Brooksy Thibodeaux ,"1311 Broadfield Blvd. Ste. 600, Houston, TX, 77084",800-204-9200,newparkmats.com,info@petropages.com,Oil and Gas,
 Northern PowerSystems , Mike Brennan ,"P.O. Box 999, Waitsfield, Vermont, 5673",802-496-2955 x13,northernpower.com,mbrennan@northernpower.com,Oil and Gas,
 Odessa Pumps , Sales Manager ,"6610 Petropark Drive, Houston, TX, 77041",713-466-9550,odessapumps.com,carl@odessapumps.com,Oil and Gas,
 Oil and GasSupply. Com , Jeff Thomas ,"P.O. BOx 5607, Longview, TX, 75608",903-247-0204,pumpingunits.com,sales@oilandgassupply.com,Oil and Gas,
 Oil Field Salvage , Ruby Mayes ,"Rt. 3 Box 295, Bowie, TX, 76230",940-872-4511,oilfieldsalvageinc.com,ofs@wf.net,Oil and Gas,
 Oil States HydroTech Systems Inc. , ,"13111 Northwest Freeway Suite 200, Houston, TX, 77040",713-510-2200,oilstateshydrotech.com,hydrotech@oilstates.com,Oil and Gas,
 Oil StatesIndustries , Ricky Simic ,"7701 South Cooper Street, P.O. Box 670, Arlington, Texas, 76001",817-548-4200,oilstates.com,headqtrs@oilstates.com,Oil and Gas,
 Orly & CompanyInc. , Patrick Gregoire ,"333 North Belt, Suite 1030, Houston, TX, 77060",281-272-8060,orlycompany.com,info@orlycompany.com,Oil and Gas,
 P G IInternational , Brian Kinsey ,"16101 Vallen Drive, Houston, Texas, 77041",713-466-0056,pgiint.com,bkinsey@pgiint.com,Oil and Gas,
" PCA Engineering,Inc. ", John Rueckel ,"P.O. Box 196, Pompton Lakes, NJ, 07442-0196",973-616-4501,None,cpbypca@aol.com,Oil and Gas,
" Penn UnitedTechnology, Inc. ", Jeff Scales ,"799 North Pike Rd., Cabot, PA, 16023",800-822-8380,pennunited.com,carbide@pennunited.com,Oil and Gas,
 Perry EquipmentCorporation , Al Baker ,"P. O. Box 640, Mineral Wells, TX, 76068",817-325-2575,None,info@petropages.com,Oil and Gas,
 Petro-MontTechnical ServicesInc. , Stefan Kmetovic ,"7100 Bombardier #110, Montreal, PQ, H1J2G2",514-352-1150,generation.net,sloimpex@generation.net,Oil and Gas,
 PetroexxInternationalCorp. , Silvana Bonvicini ," 908 Town & Country Bvd. Ste. 380, Houston, TX, 77024-2207",713-973-7498,None,info@petropages.com,Oil and Gas,
 PetroleumSpecialty ProductsInc. , Kirby L Johnson ,"P.O. Box 25374, Houston, TX, 77265",713-988-9539,None,info@petropages.com,Oil and Gas,
 Pigging Products &ServicesAssociation , Harold Fisher ,"P.O. Box 801403, Houston, TX, 77280-1403",713-224-1105,piggingassnppsa.com,ppsa@dial.pipex.com,Oil and Gas,
 Pigs Unlimited , Keith Wagner ,"23802 FM 2978, Tomball, TX, 77375",800-578-7436,pigsunlimited.com,sales@pigsunlimited.com,Oil and Gas,
 Pigtek Limited , Ralph Hyslop ,"Unit 14, Chesterfield Buisiness Centre, Pottery Lane West, Chesterfield, Derbyshire, S41 9BN",-560057,None,sales@pigtek.demon.co.uk,Oil and Gas,
 Pipeguard of Texas , J. Frank Gray ,"1544 Sawdust Road, Ste.607, Woodlands, Texas, 77380",713-367-7384,None,info@petropages.com,Oil and Gas,
" Pipeline &Industrial Group,Inc. ", Sylvia Estes ,"2669 Production Road, Suite 103, Virginia Beach, VA., 23454",757-518-2970,None,pungoestes@msn.com,Oil and Gas,
 PipelineEngineering , Fred Feenan ,"Gatherley Road, Richmond, North Yorkshire, DL10 7JG",+441748 818341,co.uk,enquiries@pipelineengineering.co.uk,Oil and Gas,
" PipelineInspectionCompany, Ltd. ", John Worrell ,"1919 Antoine, Houston, TX, 77255-5648",713-681-5837,picltd.com,jworrell@picltd.com,Oil and Gas,
 PipelineMeasurement &Control , Geri Sweeney ,"3303 FM 1960 West, Suite 300, Houston, TX, 77068",281-586-9600,pipelinemeasurement.com,gsweeney@PipelineMeasurement.com,Oil and Gas,
" Pipeline PiggingProducts, Inc. ", Shannon Kerr ,"P.O. Box 692005-300, Houston, Texas, 77269",713-351-6688,None,info@petropages.com,Oil and Gas,
 Pipeline PiggingWarehouse Inc. , Brenda Adams ,"Bay #1, 7667-49 Avenue, Red Deer, AB, T4P 1M3",403-340-0510,pigwarehouse.com,badams@pigwarehouse.com,Oil and Gas,
" Piping Technology& Products, Inc. ", Helen Villareal ,"3701 Holmes Road, Houston, TX, 77051",713-731-0030,pipingtech.com,info@pipingtech.com,Oil and Gas,
 Pix ElectricalCompany Limited , Phillip Hall ,"31 Range Road, Whalley Range, Manchester, Manchester, M16 8FS",0044-161-226-1059,co.uk,pixelec@aol.com,Oil and Gas,
 Power EngineeringBooks Ltd. , Judy Boisvert ,"7 Perron Street, St. Albert, Albera, T8N 1E3",403-458-3155,powerengbooks.com,codes@nucleus.com,Oil and Gas,
 Power Tool ServiceCo Inc , J.R.  ,"3718 Polk Street, Houston, TX, 77003",713-228-0172,powertoolservice.com,jonest@houston.rr.com,Oil and Gas,
" Praxair Services,Inc. ", Maureen Fama ,"39 Old Ridgebury Rd., Danbury, CT, 6810",203-837-2025,None,Maureen_Fama@praxair.com,Oil and Gas,
 Precision TubeTechnology , ,"8615 Beltway 8 East, Houston, Texas, 77229",(281) 458-2883,precisio.com,precision@precisio.com,Oil and Gas,
 Priority ProjectsLtd. , Brian Hougestol ,"1603 - 8 Street, Nisku, Alberta, T9E 7S7",780-955-3320,priorityprojects.com,info@petropages.com,Oil and Gas,
 PrivateerEnvironmental Inc. , Mark Antony ,"1561 Sheridan Rd., Kenosha, WI, 53140",310-346-3981,None,privateerworld@yahoo.com,Oil and Gas,
 PROCORR Pty. Ltd , Ron Wink ,"17 Poplar St, Willetton, Perth, Western Australia, 6155",+61 8 9457 3011,com.au,ronwink@q-net.net.au,Oil and Gas,
 Pruitt Tool andSupply , Alan Pruitt ,"3200 South Zero, Fort Smith, AR, 72706",501-646-1641,pruitttool.com,abpruitt@pruitttool.com,Oil and Gas,
 PSC , Lauri Arnold ,"5151 San Felipe, Houston, TX, 77056",713-625-7067,pscnow.com,larnold@psnow.com,Oil and Gas,
" R & H TechnicalSales, Inc. ", Jack Muecke ,"P.O. Box 7331, The Woodlands, TX, 77387-7331",281-351-4940,None,info@petropages.com,Oil and Gas,
 R & WInternational Inc. , Randy Laughter ,"10801 Hammerly, Suite 208, Houston, TX, 77043",713-827-0655,rwintl.com,randy@rwintl.com,Oil and Gas,
 R&M, Energy Systems- Unit of Robbins , ,"363 N. Sam Houston Parkway E., Suite 950, Houston, TX, 77060-2413",281-765-4700,rmenergy.com,info@rmenergy.com,Oil and Gas
 RED EARTH STEELSPVT. LTD. , KALPESH ,"89, 2ND PATHAN STREET, MARUTI MANDIR MARG, 5TH KUMBHARWADA, MUMBAI - 400 004 (INDIA)",022.663.6323,redearthsteels.com,info@redearthsteels.com,Oil and Gas,
 RED EARTH STEELSPVT. LTD. , KALPESH ,"89, 2ND PATHAN STREET, MARUTI MANDIR MARG, 5TH KUMBHARWADA, MUMBAI - 400 004 (INDIA)",022.663.6323,redearthsteels.com,info@redearthsteels.com,Oil and Gas,
 RED EARTH STEELSPVT. LTD. , KALPESH ,"89, 2ND PATHAN STREET, MARUTI MANDIR MARG, 5TH KUMBHARWADA, MUMBAI - 400 004 (INDIA)",022.663.6323,redearthsteels.com,info@redearthsteels.com,Oil and Gas,
 RED EARTH STEELSPVT. LTD. , KALPESH ,"89, 2ND PATHAN STREET, MARUTI MANDIR MARG, 5TH KUMBHARWADA, MUMBAI - 400 004 (INDIA)",022.663.6323,redearthsteels.com,info@redearthsteels.com,Oil and Gas,
 RED EARTH STEELSPVT. LTD. , KALPESH ,"89, 2ND PATHAN STREET, MARUTI MANDIR MARG, 5TH KUMBHARWADA, MUMBAI - 400 004 (INDIA)",022.663.6323,redearthsteels.com,info@redearthsteels.com,Oil and Gas,
 Rig Bit & SupplyB.V. , Peter Mimpen ,"Rijnstraat 3-5, Oss, Holland, 5347 KL",+31 412 653 434,rigbit.com,"rbs.office@wxs.nl, rig-bit@i.kiev.ua",Oil and Gas,
 RolligonCorporation , Scott Toler ,"6740 Hwy 30, Anderson, TX, 77830",936-873-2600,rolligon.com,stoler@rolligon.com,Oil and Gas,
 ROSEN NorthAmerica , ,"14120 Interdrive East, Houston, TX, 77032",281-442-8282,roseninspection.net,ROSEN-Houston@RosenInspection.net,Oil and Gas,
 Rotary DrillingServices Co Ltd. , Randall Reese ,"9/13 Silom Rd, Soi 3, Bangkok, N/A, 10500",66-02-238-3308,dmatch.com,rreese@bigfoot.com,Oil and Gas,
 RTI Fabrication , Mike Wellham ,"7600 South Santa Fe, Houston, TX, 77061",800-833-3822,rtifabrication.com,sales@rtifabrication.com,Oil and Gas,
 Ryan Sales , Customer Service ,"P.O. Box 7778, The Woodlands, TX, 77387",281-363-1106,None,ryanjp@swbell.net,Oil and Gas,
" S & D WorldwideEnterprises, Inc. ", Nathan Leonard ,"10605 Grant Road Ste. 206, Houston, Texas, 77070",281-897-8263,sdworldwide.com,sales@sdworldwide.com,Oil and Gas,
 Sana Inc. , Rossie O'Brien ,"4772 Reasearch Drive, San Antonio, TX, 78240",210-696-3655,sana-int.com,myr@sana-int.com,Oil and Gas,
 Scotialink Ltd. , Jim Watt ,"Unit 2, Airside Business Park, Kirkhill Ind Est, Dyce, Aberdeen, Scotland, AB21 ODQ",-773260,scotialink.com,info@scotialink.com,Oil and Gas,
 Sefton SteelFabricators Inc. , Jim Hubbell ,"1830 Aldine Mail Rd, Houston, TX, 77039",281-449-8677,seftonsteel.com,jhubbell@sefton.com,Oil and Gas,
" SelectEngineering, Inc. ", Scott Hastings ,"324 S. Main, Suite 510, Tulsa, OK, 74103",918-592-1133,None,2gether@webzone.net,Oil and Gas,
" SentinelInstruments (USA),Inc. ", Jeff Scofield ,"1120 NASA Road 1, Suite 220, Houston, TX, 77058",281-333-1739,None,JeffRScofield@aol.com,Oil and Gas,
 Shand Industries , Enrique Sanchez ,"5504 Clara Road, Houston, TX  77041",713.856.9103,shand-eng.com,es@shand-eng.com,Oil and Gas,
 SMC Technologies , Phil Bowersox ,"1517 Ocama Blvd., Midwest City, OK, 73110",800-727-2740,thomasregional.com,info@petropages.com,Oil and Gas,
 Solids ControlServices Limited , Marlene Mitchell ,"Unit 4 International Base, Greenwell Road,, East Tullos, Aberdeen, Aberdeen, AB12 3AX",-250400,solidscontrolservices.com,info@solidscontrolservices.com,Oil and Gas,
" SolidstateControls, Inc. ", Nick Yarnell ,"875 Dearborn Drive., Columbus, OH, 43085",800-635-7300,solidstatecontrolsinc.com,nyarnell@solidstatecontrolsinc.com,Oil and Gas,
" South-TexTreaters, Inc. ", Rich Sites ,"13405 Hwy 191, Odessa, TX, 79701",915-563-2766,southtex.com,rich@southtex.com,Oil and Gas,
 Southern ValveService , Charlotte Khoury ,"1960 Hwy 288 B, Richwood, TX, 77531",979-265-5332,None,info@petropages.com,Oil and Gas,
 Spartan SteelProducts Co. , Glen Reynolds ,"P.O. Box 10, Pittsburg, TX, 75686",800-732-3419,Spartansteel.com,Greynolds@spartansteel.com,Oil and Gas,
 Specialty ProcessEquipmentCorporation , Wanda Fajardo ,"5946 Ridgedale Dr., Houston, TX, 77039",281-227-9577,spec-pro.com,wanda@spec-pro.com,Oil and Gas,
